date,time,headline,label
2021-03-28,01:51:58,值得 進 電影院 支持 的 國片 ， 演員 們 都 很 棒 ！ ,1
2021-03-28,14:28:04,"真的 好看   灑狗血 劇情   百 看 不 厭 
 男女   主角 都 演 的 很 棒 ",1
2021-03-28,17:54:42,"真的 超 好看 , 有 笑點 有 淚點 每 個 演員 都 是 演技派 的 , 又 是 導演 第一 部 作品 當然 得 支持 , 呼籲 大家 多多 支持 國片 讓 好人才 出頭 ",1
2021-03-28,19:11:45,感動到 不行 😭😭😭😭😭😭 ,1
2021-03-28,19:18:05,哭 到 不行 ， 還 我 眼淚 來 啦 ！ 😭😭😭 ,1
2021-03-28,20:07:26,真心 覺得 好看 ! 感動 ! 面紙 真的 要 用到 ! 演員 都 是 實力派 ! ,1
2021-03-28,20:24:07,剛 開始 看 只 覺得 好笑 的 哽感覺 還 行 ~ 中 後段 才 發現 真的 滿 好看 的 ! ,1
2021-03-28,21:11:55,又 笑 又 哭 的 好 電影 ， 劇情 精彩 細膩 ,1
2021-03-28,21:47:48,出乎意料 的 好看 . . . . 好 哭 好笑 ！ ！ ,1
2021-03-29,00:49:06,雖然 可能 劇情 俗套 但 一樣 能 感動 人 ！ 看完 電影 後 再 去 聽 主題曲 看到 裡面 的 片段 還是 會 有點 想 哭😢 ,1
2021-03-29,23:04:50,超級 感人 的 ， 真的 很 值得 推薦 ～ 結尾 真是 哭慘 了 ～ ,1
2021-03-30,01:44:19,近期 最 喜歡 的 一 部 國片 ， 好笑 好 哭 好 推 ,1
2021-04-01,09:05:18,雖然 劇情 可以 很 輕易 的 猜到 ， 但 就是 因為 在 簡單 劇情線 中 才 能 更 顯得 演員 們 的 實力 演技 ， 開頭 笑 著 卻 哭 著 出 戲院 ！ ,1
2021-04-01,10:57:08,"看完 口碑場 ,   第一 次 來 留言 ,   邱澤 和 許瑋甯 的 演技 都 超鑽 ,   值得 進 戲院 看 的 國片 ! ",1
2021-04-01,16:42:08,片名 看起來 很 不 怎樣 ， 但 進 戲院 看 、 淚腺 爆棚 。 ,1
2021-04-01,19:42:59,"大哭 特哭
 真的 很 好看 
 劇情 不 拖泥帶 水
 情緒 演技 到位   哭爆 我 的 眼🥲
 茄子蛋 ㄉ 兩 首 歌 也 是 好聽到 爆炸 ",1
2021-04-01,19:57:25,很 好笑 又 很 好看   又 感人 的 故事 很 好笑 又 很 好看   又 感人 的 故事 ,1
2021-04-01,20:16:18,拜託 大家 一定 要 支持 ！ 不 是 只有 愛情 故事 ， 親情 的 元素 和 情感 同樣 讓 人 在 電影院 哭 得 東倒西歪 ！ 邱澤 的 演技 非常 出色 ！ 啥款 ！ 愛情 ， 你 真的 比 想 的 更 概 偉大 ！ ,1
2021-04-01,20:56:51,推 ！ 非常 好看 ！ 邱澤 和 許瑋甯 飆 演技 ， 細膩 真情 流露 ， 淚水 在 眼眶 裡 不停 打轉 … 請 支持 國片 ！ ,1
2021-04-01,22:50:30,好看   邱澤 演技 很 棒   值得 花錢 進 電影院 支持 ,1
2021-04-01,23:10:10,真的 驚艷 到 我 ， 原本 是 抱 著 看 一般 國片 的 心情 去 看 ， 劇情 張力 超強 ， 不 拖泥帶水 ， 邱澤 跟 許瑋甯 演技 一樣 不會 讓 人 失望 ， 真的 是 一 部 很 棒 的 電影 👍🏻 ,1
2021-04-02,07:09:51,邱澤 演技 真的 很 棒演 什麼 像 什麼 ， 茄子蛋 的 主題曲 實在 太 好聽 了 ,1
2021-04-02,12:18:33,還 好看 的 啦 ！ 最後 有 小 感動 ！ 雖然 大部份 的 戲 都 這樣 演 ， 呵呵 ,1
2021-04-02,14:52:43,哭爆 的 電影 😢😢  推   真的 好看 🥲🥲 ,1
2021-04-02,15:09:28,非常 非常 好看 ， 被 邱澤 的 演技 折服 ， 每 個 眼神 跟 肢體 語言 都 是 滿滿 的 情緒 ， 大推 ！ ！ ！ ,1
2021-04-02,22:30:22,絕無 冷場 ， 邱澤 演 的 真 好 ， 有 笑 有 淚 ， 眼淚 不用 醞釀 ， 自然 從 眼角 滑落 ， 不 痛苦 不需 聲嘶力竭 的 眼淚 ， 是 內心 深層 的 同感 ～ 後勁 很 強⋯ 看完 在 位子 上 坐 了 好 久 ， 但 也 看到 了 好 久 不 見 的 濃烈 真愛 ， 純真 的 深愛 。 邱澤 的 好多 表情 都 刻 在 心 底 了 ！ ,1
2021-04-03,01:03:00,故事 情節 既 好笑 又 感人 ， 大 推⋯ 眼淚 真的 流 不停 ,1
2021-04-03,02:42:01,很 好看 的 一 部 ， 好笑 又 感人 ， 值得 一 看 ,1
2021-04-03,12:31:57,感人 、 好笑 ， 男女 主角 都 很 用心 演出 ,1
2021-04-03,12:52:09,拍 的 很 細膩   而且 很 感動   又 好笑 很 推 很 喜歡 ,1
2021-04-03,20:25:14,"很 值得 去 電影院 支持 的 國片 
笑 中 帶 淚 阿 ! ",1
2021-04-03,23:39:23,很 成功 的 國片 ， 讓 觀眾 可以 又 笑 又 哭 ！ 記得 帶 衛生紙 進 電影院 ！ ,1
2021-04-04,01:36:02,本來 不 期待 會 有 多 好看 ； 純屬 看 男女 主角 ， 結果 意外 的 好看 ； 有 笑點 有 哭點 ， 邱澤 真的 越來越 會 演 。 ,1
2021-04-04,04:03:16,歌 好聽   演員 演技 到位   劇情 雖 老套 但 故事 講 得 很 好 ,1
2021-04-04,14:29:28,"近期 值得 一 看 的 國片 ！ 當然 要 支持 一 下
 啦 ",1
2021-04-04,17:11:33,好看 感人   演 的 細膩   男女 主角 都 演 的 很 好   尤其 邱澤 眼神 很 棒   值得 去 看 ,1
2021-04-04,17:43:18,邱澤 跟 瑋甯 都 演 的 不錯 可惜 劇情 可以 再 細膩 一點 不過 我 打 90 分 😂👍 ,1
2021-04-04,19:10:00,！ ！ ！ ！ 這 部 可以 ！ 後面 都 在 哭 ～ 😭 ,1
2021-04-04,20:27:45,演員 都 很 會 演 ， 一切 都 很 好看 ， 好笑 又 好 哭 ！ ,1
2021-04-04,21:19:53,"看 這 部 電影
 笑 著 笑 著 就 哭 了 
 雖然 劇情 偏 芭樂
 但 很 能 抒發 情緒 的 一 部 電影
 演員 也 把 角色 詮釋 得 很 好 ! ! 
 喜歡 ~ ",1
2021-04-04,21:23:28,劇情 緊湊 ， 角色 鮮明 、 沒有 冷場 ， 後面 爆哭 ， 另外 覺得 女主 有 淺力 當 看護 ,1
2021-04-04,21:30:32,前面 好笑 後面 很 感人 ， 演員 都 演 的 很 好 ,1
2021-04-04,21:46:53,"超級 無敵 好看 , 我 哭 了 半 個 小時 ， 情緒 一直 走 不 出來 ： ） 邱澤 本人 很 帥 ",1
2021-04-04,21:50:19,支持   讚 讚讚    邱澤   帥帥帥   到底 要 打 幾 個 字 才 可以 留言 啊 ,1
2021-04-04,22:18:02,好看   邱澤 很 會 演 ， 無 冷場 好笑 又 感人 ！ 大推 優質 國片 😍😍😍 ,1
2021-04-05,00:42:59,從 頭 笑到 尾   有 哭 有 笑 無 冷場   情感 表達 恰到好處   大推拉 ,1
2021-04-05,00:46:53,邱澤 很 會 演 ， 好笑 ， 又 感動 ， ， 感傷 忍不住 眼框 泛淚 ， 值得 一 看 ,1
2021-04-05,02:08:25,是 個 感人 的 愛情片 ， 但 也 參雜 很多 笑點 ， 或許 是 怕 大家 哭 得 太 慘 ！   推👍 ,1
2021-04-05,02:19:03,被 邱澤 演技 圈粉 。 好笑 又 感人 的 國片 ， 貫穿 愛情 、 親情 、 人情 ， 值得 進院 觀賞 ！ ,1
2021-04-05,09:49:13,超 好看 ！ 你 各 位 一定 要 看起來 好 ㄇ ！ ,1
2021-04-05,17:50:55,"勇往直前 的 追愛
 細細 地 、 默默 地 流轉 的 親情 
 每 個 演員 、 每 段 小 細節 都 讓 人 動容 ",1
2021-04-05,20:02:04,前面 有 歡笑 後面 淚 狂奔 ~ 真的 很 好看 ♡ ,1
2021-04-05,20:15:41,難得 的 一 部 好 國片 ， 看完 熱淚盈眶 。 真的 大推 ！ 邱澤 演技 真的 很 讚 ！ ,1
2021-04-05,20:47:29,充滿 後座力 的 電影   因為 細膩 的 溫暖   可以 二 刷 的 片 ！ ,1
2021-04-05,21:58:18,真的 超好看 🥺🥺🥺🥺 大推 ,1
2021-04-05,22:30:54,值得 一 看再看 的 好 電影 😭 推爆 爆👍👍👍 ,1
2021-04-05,22:36:16,又 哭 又 笑 ， 演員 很 棒 ， 邱澤 真的 眼神 舉止 都 好強 ！ ,1
2021-04-05,22:46:33,"笑笑哭哭 的 一 部 好 片 ！ ！ 
 真心 推薦 👍👍👍 ",1
2021-04-05,23:41:42,"一 開始 以 爲 是 喜劇片 ～ 結果 哭 爆 了 😭😭
 又 笑 又 哭 ～ ",1
2021-04-06,00:30:12,愛 你 99 . 隔壁 的 哭 到 無法 自我 . 真的 好看 ,1
2021-04-06,00:32:15,"邱澤 演技 好 到 另 一 個 境界 
 茄子 蛋 配樂 讚 到 無話可說 ",1
2021-04-06,02:15:35,"推爆 👍🏾 情感 超 細膩 的 一 部 電影 ！ 
 自己 進 戲院 看 就 知道 ～ ",1
2021-04-06,04:06:01,值得 一 看 的 好 電影 😭😭 推爆 爆👍👍👍 ,1
2021-04-06,07:10:28,扣人心弦 的 劇情 是 部 好 片 無庸置疑 ,1
2021-04-06,09:46:14,"邱澤 演技 真的 爆好 ， 以及 導演 將 邱澤 與 許瑋甯 之間 的 火花 及 互動 都 掌握 的 很 好 ， 影片 中 圍繞 著 親情 與 愛情 之間 的 關係 ， 值得 一 看 ！ ！ 
 雖 劇情 普通 ， 但 導演 真的 拍 的 很 好 ～ ",1
2021-04-06,16:09:03,"啥 款 ！ 超 感動 ！ 
 一 刷 看 劇情 , 二 刷 看 演員 表情 ， 仍然 熱淚盈眶 。 ",1
2021-04-06,20:41:53,"今年 最 好看 的 國片 之 一 了 ， 拜託 不要 讓 國片 沉淪 了 ！ 
 看 了 三 次 依然 哭慘
 先 笑 後 哭 ~ 情感 顯得 細膩
 看得出來 導演 與 演員 的 用心 
 非常 值得 推薦 ",1
2021-04-06,21:13:39,真心 推薦 ， 劇情 整 個 起承轉合 都 恰到好處 ， 最後 還是 守 不 住 眼角 ， 泛下 男兒 淚 ， 激推 ! ,1
2021-04-07,00:21:38,演員 都 不錯 ， 尤其 邱澤 的 演技 非常 好 ， 感動 ！ ,1
2021-04-07,12:54:39,真的 好好看 ， 前 半 段 很 歡樂 ， 後 半 段 很 感 傷😭 。 ,1
2021-04-07,14:51:29,好看   就算 二 刷 三 刷 . . . 也 覺得 很 可以 ,1
2021-04-07,15:29:09,超級 感動 感動 😭😭 ！ 本 以為 國片 沒 什麼 ！  出乎意外 ,1
2021-04-07,21:15:43,還 不錯 ~ 滿 催淚 的 ~ 但 戲劇 張力 可以 再 強化 ~ ,1
2021-04-07,22:17:20,本來 沒有 抱 很 大 的 期望   但 直接 哭爆 🥲 ,1
2021-04-07,22:53:42,我 哭 四 次 ， 兩 位 主角 演技 真的 是 絕 了 ,1
2021-04-07,23:46:49,從頭 開始 ， 沒 冷場 ， 笑 中 帶 淚 ， 超推 的 一 部 片 ,1
2021-04-07,23:47:19,"蠻 喜歡 的 一 部 片 ， 至少 不至於 雷 , 可以 去 看看 ",1
2021-04-07,23:49:07,"看 預告 以為 是 溫馨 搞笑片 😂
 進片 真的 覺得 搞笑 逗趣 ， 片 中段 到 結尾 我 整 個 爆哭 到 不行 ， 整 個 有 觸動到 我 的 內心 ！ 
 邱澤 、 許瑋甯 還 有 蔡振南 大哥 的 演技 都 超棒 的 👍
 多多 支持 國片 ， 鼓勵 台灣 這些 認真 用心 的 演員 ❤️ ",1
2021-04-08,10:57:22,"劇情 場景 範圍 不 大 ， 不用 花 太多 時間 去 思考 ， 讓 觀眾 更 投入 在 男女 主角 的 感情 大綱 上 
 值得 二 刷 ， 眼淚片 
 金牛 女👍 啦 ",1
2021-04-08,11:42:56,前面 酸酸 甜甜 的 ， 後面 感動 落淚 啊 ,1
2021-04-08,15:08:14,笑點 夠 好笑 ， 哭 點 也 好 哭 ， 男女 主角 演技 直接 讓 這 部 戲 提升 一 個 檔次 ， 尤其 是 邱澤 ， 演技 十分 的話 我 給 十一 分 。 ,1
2021-04-08,21:15:55,"邱澤 演技 真 好 
 把 男 主角 演活 了 
 劇情 稍嫌 單調 一點 ",1
2021-04-09,02:22:45,"真的 非常 好看 ， 故事 情節 交代 完全 ， 整 個 故事 走向 讓 人 清楚 明瞭 ， 男女 主角 的 演技 真的 非常 引人入勝 ， 全 劇 無 冷場 ， 親情 、 愛情 的 展現 動人 心弦
 能夠 將 一 個 這麼 完整 的 故事 濃縮 在 這 短短 時間 之內 ， 真的 配 的 起 五 顆 星 ！ ！ ",1
2021-04-09,14:08:24,有 笑 有 淚 ～ 有 親情 愛情 ～ 推 ！ 邱澤超 會 演 ～ 值得 看 ！ ,1
2021-04-09,20:06:50,很 好看 ！ 感動到 ！ ！ 很 推薦 ！ 台灣 難波萬 ,1
2021-04-09,20:13:48,覺得 好看 又 感人 ！ 國片 裡面 算是 蠻 推薦 的 ， 有 機會 可以 二 刷 ,1
2021-04-09,23:22:15,好看 … . . . . . … . . . ... ,1
2021-04-09,23:24:48,好看 呀 。  大推 . . . . . 就算 他 翻拍 至少 他 講 的 話 。   演員 的 演技 都 是 不可 否認 的 . . . . . 差點 哭出來 。 哈哈 感人 ,1
2021-04-10,00:06:17,不虛此行 ， 細膩 詮釋 情感 ， 經歷 一 場 又 哭 又 笑 的 三溫暖 ， 打從 心 中 肯定 邱澤 的 認真 ， 好 的 演員 和 劇本 ， 讓 人生 多 了 一 晚 美好 。 ,1
2021-04-10,01:19:35,有 機會 二 刷 ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ,1
2021-04-10,03:25:58,怎麼 笑 著 笑 著 就 哭 了 😭😭😭 好 感動 啊 ～～～～ ,1
2021-04-10,18:43:06,邱澤 演技 沒 話 說 ！ 好笑 又 催淚 ！ 可惜 的 一 點 是 沒有 讓 人 印象深刻 的 歌曲 ,1
2021-04-10,20:17:53,阿成 含 著 眼淚 站 在 餐廳 外 凝視 浩婷 那 幕 超虐 超感人 ， 還 有 最後 他們 在 醫院 的 陽台 那 幕 真的 超美 ~ 再 加上 最後 的 音樂 ， 整 個 讓 我 哭 到 不行 ， 超愛 這 部 電影 的 啦 ！ ,1
2021-04-10,23:08:28,真的 好好看 唷 ， 比 韓版 好 哭 好笑 ！ 準備 明天 二 刷 ！ ！ ！ ,1
2021-04-10,23:27:55,邱澤 演 得 實在 太 好 ， 演技 大 爆發 ， 哭慘 了 我 ,1
2021-04-10,23:38:27,太 好看 了 ！ 又 好笑 又 好 哭 ， 很 想 二刷 ， 邱澤好 會 演 ， 演員 都 有 下功夫 ， 整 部 電影 搭配 茄子蛋 製作 的 主題曲 非常 過癮 ！ 大推 ！ ,1
2021-04-11,02:06:10,男女 主角 演技 太 棒 了 🥰 支持 國片 ！ 歌選 的 也 很 讚 ～ 推推 ,1
2021-04-11,06:14:50,"1. 難怪 為何 台灣 黑道 大哥 ， 會 有 女人 心甘情願 陪 著 ， 過 著 擔心 受怕 、 跑路 的 日子 。 
2 . 似乎 影射 很多 民意代表 … 黑道 … 背景 … ， 黑道 從政 … 黑吃 黑
3. 印證 了 … 人生 的 計劃 趕 不 上 變化 … 但 重點 是 … 天下 沒有 白痴 的 午餐 ， 千萬 不要 有 「 不勞而獲 」 的 貪念 ， 最後 … 得不償失 … … 
4 . 珍惜 身邊 所有 的 人   生命 無常 . ... ",1
2021-04-11,10:27:52,超 好看 ～ 演員 ～ 劇情 都 很 棒 ～ 一定 要 帶 面紙 去 ,1
2021-04-11,20:37:51,很 好看 但是 會 掉淚 請 準備好 衛生紙 ， 男女 主角 演戲 很 到位 ， 劇情 也 不錯 ,1
2021-04-11,21:15:17,有 笑 有 淚 ， 劇情 起伏 蠻 大 的 ， 好看 舒壓 的 一 場 電影 ,1
2021-04-11,22:18:15,很 喜歡 ， 邱澤 演技 大 發揮 ， 覺得 這 部 戲 的 情感 呈現 很 道 地 ,1
2021-04-12,07:02:16,沒 看過 韓版 ， 但 台版 在 台詞 、 運鏡 、 角色 設計 等等 的 處理 都 看 得 出 用心 ， 也 因此 劇情 雖然 老套 卻 很 能 打中 觀眾 的 心 引起 共鳴 ， 演員 真的 把 情感 傳遞 的 部份 詮釋 得 很 好 ,1
2021-04-12,07:05:51,"雖然 劇情 大致 猜 的 到
 但 男女 主角 演技 顏值 爆表 
 笑 中 帶 淚   值得 一 看 ",1
2021-04-12,08:11:37,好看 ！ 進影院 支持 國片 的 第三 部 電影 ， 真的 很 讚 ,1
2021-04-12,08:24:29,劇情 簡易 好猜 ， 不過 靠 著 演員 精湛 的 演技 ， 很 容易 讓 人 入戲 ， 最後 當然 也 哭到 稀哩嘩啦 ！ 支持 國片 ！ 👍 ,1
2021-04-12,10:34:54,雖然 劇情 老套 ， 但是 演員 演技 精湛 ， 導演 編劇 改編 的 很 讚 ～ 配樂 也 很 好 ， 值得 進場 支持 的 台片 ,1
2021-04-12,12:28:40,"演技 很 好 、 音樂 很 揪心 。 
 改編 也 沒 什麼 不 好 ， 每 一 種 詮釋 都 是 不同 風格 的 展現 ",1
2021-04-12,15:01:27,"台式 浪漫 啦 ！ 
 雖然 男 主角 的 角色 設定 有 些 情況 很 不 討喜 
 但 . . 啥 款 ？ 
 情感 傳遞 的 很 好 
 整 個 大 淚 崩 ",1
2021-04-12,16:10:22,很 好看 ！ 演員 們 很 會 演 ！ 有 笑 有 淚 ,1
2021-04-12,17:40:49,真 得 很 好 哭 ～ 很 值得 看👍👍👍 ,1
2021-04-12,18:08:04,真的 很 好看 我 哭 整 場 推薦 大家 一定 要 看 ,1
2021-04-12,18:22:37,很 有 台味   演員 年齡 演出 超台 的 表演   美 賣 啦 ,1
2021-04-12,22:40:41,這 演技 跟 平常 邱澤 演 的 感覺 很 不 一樣 ， 電影 題材 其實 跟 很多 愛情片 有點 像 ， 但 加入 台式 愛情 與 親情 的 風格 與 我們 更 貼切 ！ 蠻 好看 的 👍 ,1
2021-04-12,23:21:30,非常 好看 ， 老梗 愛情劇 一樣 可以 拍 的 絲絲入扣 ， 感人 之 極 ！ ,1
2021-04-12,23:57:25,劇情 很 老套 ~ 但 演員 演技 真的 太 強 太 強 了 ~ 很 感動 ~ 佩服 佩服 ,1
2021-04-13,00:31:02,好看 、 好 哭 。 爸爸 眼神 每 次 都 讓 人 不捨 ,1
2021-04-13,01:11:33,"非常 好看   很 感動   不論 是 男生 還是 女生 
 我 覺得 真的 會 觸動到 
 親情   與   愛情   與 我們 之間 的 共鳴
 票房 也 在 九 天 破 億   推薦 大家 去 看 
 闔家 觀賞 的 好 片 ",1
2021-04-13,02:58:03,真的 很 好 哭   心情 不 好 的 時候 看 真的 哭 到 不能 自已 ,1
2021-04-13,03:22:09,進 戲院 看 了 又 看 ， 每 次 在意 的 地方 都 不 一樣 ， 唯一 一樣 就 是 好 感人 好 想 哭 ， 這 片 洋蔥 真的 太多 太多 了 ,1
2021-04-13,21:33:49,跟 媽媽 去 看 ， 媽媽 也 是 流淚 ， 雖然 芭樂 劇情 ， 但 演員 演 得 真的 很 好 ， 演員 哭 也 真的 想 跟著 哭 ,1
2021-04-13,22:51:41,"我 個人 認為 劇情 普普 ， 很 容易 猜到 劇情 走向 ， 但 演員 演技 生動 ， 很少 看到 翻拍 的 電影 能 那麼 台😂 ， 笑點 、 哭 點 真的 滿 點 欸 
 希望 票房 能 破 3億 ！ ！ ！ 國片 都 大賣 ~ ",1
2021-04-13,22:56:13,"喜怒哀樂 呈現 在 電影 裡 
 能 了 解電影 演 的 過程
 只 能 說 好看 ， 不 看 會 後悔 👍 ",1
2021-04-13,23:48:28,拍 的 不錯 ， 劇情 簡單 ， 感情 深厚 ， 可以 去 看 支持 一下 國片 👍 ,1
2021-04-14,00:39:54,很 好看 超 好看 ， 要 帶 面紙 進去 電影院 觀看 ， 笑 中 有 淚 ， 淚 中 帶 笑 ， 邱澤 詮釋 角色 詮釋 得 非常 好 ， 真的 很 感動 ！ ！ ,1
2021-04-14,01:40:36,好笑 又 好 哭 ， 好看 ， 要 帶 衞生紙 ， 主角 演 太 好 ,1
2021-04-14,18:44:13,前面 十足 喜感 、 後面 轉折 感人 ， 電影 劇情 安排 反差 很 大 ⋯ 哭 了 。 很 好看 ,1
2021-04-14,21:22:11,哭爛 哭爛 哭爛 哭爛 。 。 。 。 。 。 。 。 。 。 ,1
2021-04-15,10:35:16,劇情 雖然 不 算 好 但 整體 很 好看 啊 ！ 國片 持續 在 進步 ,1
2021-04-15,11:34:55,"看完 的 隔天 立馬 就 二刷 了 ！ ！ 太 喜歡 演員 詮釋 角色 的 部分 ， 邱澤完 完全全 就 是 阿成 吶 ！ 
 整體 節奏 恰到好處 、 最後 一起 交代 了 愛情 親情 的 部分 手法 很 厲害 ， 真情 是 哭到 一 個 不能 自己 吶 ～～～
 真心 推推 ！ ",1
2021-04-15,21:03:42,看完 超感人 ！ 邱澤 演技 太 強 了 ～ 難以 想像 ,1
2021-04-15,21:13:22,再一次 被 邱澤 感動 ， 哭 到 不行 😭 ,1
2021-04-15,22:34:31,笑 中 帶 淚 ， 提醒 我們 珍惜 現在 ， 把握 當下 ！ ,1
2021-04-16,00:42:02,別 看 預告 ， 直接 進去 哭 就 對了 ， 相信 我  :  ) ,1
2021-04-16,09:48:57,真的 要 帶 面紙 進 電影院 ， 後面 超感人 ， 雖然 我 還 沒 看過 韓版 的 ， 但 邱澤 跟 許瑋甯 的 演技 是 值得 肯定 ， 又 再次 被 邱澤圈 粉😍 ,1
2021-04-16,13:56:48,真心 覺得 好看   演技 很 厲害   粉 感人 ～ ,1
2021-04-16,22:26:27,"好 電影 , 國片 愛情片 新 高峰 , 看完 會 讓 你 珍惜 當下 的 自己 與 伴侶 , 比起 最後 至 死 也 不能 在一起 的 男女 主角 , 我們 真的 幸福 很多 了 . . . ... ",1
2021-04-16,22:42:13,非常 好看 ！ 邱澤 眼 裡 都 是 戲 ～ 沒有 冷場    帶 了 兩 包 衛生紙 都 不 夠 哭 ！ 超紓壓   大推 ,1
2021-04-16,22:57:28,雖然 劇情 一般 ， 但 演員 們 實在 演 的 太 好 了 ， 有哭有笑 ， 深入 人心 ， 沒有 冷場 ， 是 一 部 我 會 推薦給 朋友 們 的 好 電影 ,1
2021-04-16,23:59:18,太 棒 啦 太 棒 啦 太 棒 啦 太 棒 啦啦 太 棒 啦 ,1
