date,time,headline,label
2021-03-05,21:28:43,故事 前面 節奏 稍微 慢 會 比較 好 ， 吃 的 食物 嗯 那 個 辣蝦粥 ， 湯 看 人 ， 最 滿意 的 是 詐騙 寶寶諾諾 因為 嗯 稍微 還 搞笑 的 ， 整體 故事 感人 信任 嗯 可以 ， 真 要 說 拿 那 海洋 動畫 跟 這 比對 嗯 這 動畫 特效 必 竟 這 龍畫 的 還 有 其它 那 貓類 虎 動物 嗯 ， 當然 在 想 的 那 ？ 魔 那 真的 如果 有 續集網 那 嗯 看 每 個 人 至少 那 詐騙 寶寶 諾諾 嗯 滿意 。 ,1
2021-03-05,23:46:44,"好看到 爆炸 ！ 你 以為 只是 另 一 部 《 馴龍 高手 》 嗎 ？ 不 ， 本 片 的 親情 刻劃 ， 揉合 武術 及 東南亞 傳說 故事 的 背景 設定 ， 成就 了 氣勢 滂礡 的 精彩 動作 鉅片 。 讓 人 隨著 精緻 的 動作 場面 大呼 過癮 ， 又 被 不同 角色 的 故事 ， 以及 意料 之外 的 結尾 感動 得 淚眼 汪汪 ， 全 片 節奏 精準 ， 過程 毫無 冷場 。 
拉雅榮登 迪士尼 影史 上 最 會 打鬥 的 公主 ， 交通 工具 犰狳 「 圖圖 」 成為 個人 心目中 最 可愛 的 萌寵🥰  可以 問鼎 迪士尼 年度 最 強 動畫片 ， 每 個 環節 都 處理 得 相當 用心 ， 觀看 過程 一直 有 種 久違 的 奢侈感 （ 這 才 是 觀眾 期待 的 驚奇 與 感動 啊 ！ ） 相當 推薦 闔家 觀賞 。 
順帶 一 提 ， 本 片 開演 前 會 播放 短片 《 Us  Again 》 ， 可謂 《 樂來越 愛 你 》 版本 的 《 天 外 奇蹟 》 ， （ 有沒有 看 短片 就 先 飆淚 的 道理🥺 ）   務必 準時 入場 ， 錯過 任何 一 秒 都 非常 可惜 。 ",1
2021-03-06,00:00:00,終於 有 像樣 的 電影 ， 動畫 有 水準 ， 可惜 龍 有點 怪怪 的 ,1
2021-03-06,00:00:09,"非常 好看 ！ 沒有 一 秒 冷場
 也 很 適合 帶 小朋友 一起 看 ",1
2021-03-06,00:41:11,雖然 劇情 有點 太 淺 太 短 ， 沒有 愛情 、 也 不 太 熱血 ， 但是 人物 的 表情 很 生動 ， 故事 背景 很 有 東方 奇幻 的 感覺 。 ,1
2021-03-06,00:43:22,"動畫 超棒   劇情 感人 刺激 
 好看 到 爆   根本 在 看 英雄 片
 迪士尼 果然 不會 讓 我 失望 
 唯一 缺點   龍 有點 醜 ",1
2021-03-06,09:50:04,比 貓 與 老鼠 那 種 爛片 好 太多 了 ， 畢竟 迪士尼 嘛 ！ ,1
2021-03-06,15:08:26,讓 人 感動 的 故事 ， 迪士尼 的 動畫 品質 真 不錯 。 ,1
2021-03-06,17:36:29,真的 真的 很 好看 ， 適合 小孩 大人 一起 觀賞 ， 有點 感人 ,1
2021-03-06,19:28:17,劇情 富有 教育 意義 迪土尼 動畫 水準 就 是 不 一樣   適合 閤家 歡賞 ,1
2021-03-06,22:50:50,"很 不錯 喔   很 推薦 。             




 . . . . . 



 . . . ... ",1
2021-03-06,23:59:12,"非常 值得 跟 朋友 家人   甚至 帶 小朋友 來 看
 非常 有 教育 意涵
 整 部 片 圍繞 著 勇氣 與 信任 為 主軸
 有 歡笑 有 感人 的 片段 
 值回票價 ",1
2021-03-07,16:32:23,十分 推薦 帶 小孩 一起 看 的 電影 ， 一 個 字 ( 好看 ) ,1
2021-03-07,18:33:50,"好看 到 爆 ， 強烈 推薦 大家 去 看 ❤

 而且 感覺 好像 有 泰國 文化 （ ？ ） ",1
2021-03-07,20:45:48,我 覺得 整體 來 說 這 部 電影 至少 值 四 顆 星 ， 多 給 一 顆 是 因為 難得 迪士尼 動畫 沒有 唱歌 ， 算是 不錯 的 嘗試 。 ,1
2021-03-07,22:09:53,"新公主 出現 了 ! 真的 蠻 推 的 啦 ~ 東南亞 文化 大量 融合 劇情 與 畫面 呈現 , 是 一 次 很 棒 的 嘗試 , 外加 公主 沒有 唱歌 真的 是 目前 公主 系列 第一 次 , 非常 新穎 !   為 角色 配音 的 也 大多 都 是 亞裔 演員 , 故事 著重 於 親情 與 友情 之間 的 信任 的 描繪 , 值得 推薦 !  而 這 次 的 前導 影片 Us  Again ( 譯名 ： 奇幻夜 ） 也 令 人 感動 不已 阿 ~ ",1
2021-03-07,22:11:24,好 久 沒有 看 動畫 看到 這麼 感動 過 了 ， 進去 戲院 看 吧 ， 不會 讓 你們 失望 的 ,1
2021-03-08,10:44:09,蠻 令 人 感動 的 。 小 baby+ 三 隻 猴子 ， 還 有 船長 小鬼 都 萌到 令 人 印象 深刻 ， 雖然 劇情 中規中矩 ， 但 還是 一如 往常 的 好看 。 推推 。 ,1
2021-03-08,18:39:49,好看 ～ 坐 在 我 旁邊 的 外國 妹妹 都 感動 哭 了 ,1
2021-03-08,21:06:09,劇情 緊湊 ， 動畫 細膩 ， 打鬥 動作 設計 精彩 ， 配樂 動聽 （ 這 次 沒有 歌曲 ） 。 在 疫情 年 能 看到 迪士尼 如此 高水準制 作 有 感動到 ！ 老少咸宜 的 精裝 動畫 ！ 進 戲院 看 非常 值得 ！ ,1
2021-03-09,00:53:23,"好看 ， 賺 人 熱淚 ， 迪士尼 永遠 不會 讓 人 失望  
 重點 不 是 力量 ， 而是 信任 ",1
2021-03-09,10:35:48,不錯 看 ， 讓 我 想起 老高 講 的 ： 錢 是 什麼 ？ ,1
2021-03-09,11:47:16,雖然 是 動畫片 ， 但 劇情 最後 有 感動到 我 ， 好看 ,1
2021-03-09,14:59:33,這 次 中文 配音   很 入戲   給 專業 就 對了 ,1
2021-03-09,23:22:23,"我 和 女兒 都 覺得 非常 好看 
 會 感動 ㄛ⋯ ",1
2021-03-10,12:01:31,好看 ～ 好笑 ～ 動畫 很 美 ～ 劇情 還 不錯 ～  大 朋友 小朋友 都 喜歡 ～ ,1
2021-03-10,14:34:51,劇情 緊湊 不會 感到 無聊   看完 會 覺得 很 感動   果然 迪士尼 就 是 不會 讓 人 失望 ！ ,1
2021-03-10,21:34:45,"這 部 在 劇情 、 打鬥 音效 、 分鏡 安排 都 很 棒 ， 非常 適合 去 電影院 欣賞 ！ 本 片 個人 認為 是 ２０２１年 目前 為止 最佳 電影 。 　　　
＊＊＊３／２４ 吉哥 ｖｓ 剛哥 才 有 可能 超越 本 片 ＊＊＊ 吉哥 萬歲 ！ ",1
2021-03-11,03:02:02,很 不錯 看 ， 畫面 精緻 美麗 ， 人物 刻畫 可愛 ， 近期 的 佳作 。 ,1
2021-03-11,14:33:53,這 真的 是 我 見 過 迪士尼 美術 畫面 最 多元 的 一 次 了 ， 很 美 ， 也 很 講究 ； 講到 親情 的 部分 也 讓 我 感動 落淚 ， 非常 推薦 這 部 動畫 作品 ， 真的 很 值得 進 電影院 觀賞 。 ,1
2021-03-11,23:59:20,看到 很多 豐富 的 東南亞 元素 ， 故事 的 寓意 很 棒 ! !  聽說 是 馬來西亞人 寫 的 故事 ， 超棒 的 ! ! ,1
