date,time,headline,label
2021-03-24,11:42:55,好看 ~ 爽度 100 分 ~ 隱藏 最後 大 魔王 😂 😂 ,1
2021-03-24,13:37:39,哥吉拉 大戰 金剛 比 上 一 集 好看 多 了 ， 讚 讚讚 ! ,1
2021-03-24,16:11:44,怪獸 打架 最 有 誠意 的 一 集 😂😂 ,1
2021-03-24,16:33:47,美國人 支持 的 霸權 哥吉拉 不 是 敵人 ， 中國人 不甘示弱 的 金剛 也 不 是 敵人 ， 人類 的 科技 才 是 敵人 。 當 金剛 放下 ⋯⋯ 哥吉拉 也 放棄 ⋯⋯ 返回 棲息地 。   讚 ！ 和平 就 是 這樣 開始 的 。 亂 掰 的 。 哈哈 ！ ,1
2021-03-24,18:28:58,金剛哥吉拉 聯手 大戰 . . . . . 鹹蛋 超人 . . 不據 透 了 看完 了 你 就 知道 為什麼 了 ,1
2021-03-24,19:35:16,為 泰坦 宇宙 劃下 完美 的 句點 ， 運鏡 超帥 超魄力 ～ ,1
2021-03-24,20:07:28,神劇 啊 ! ! ! ! ! ! ! ! !   我 家 沅沅 說 超 好看 。 只 有 一 個 字 可以 形容 ， 金剛 好 棒棒 ,1
2021-03-24,21:18:06,超爽片 ， 後面 沒有 彩蛋 ， 不要 傻 等 ,1
2021-03-24,21:41:04,整體 來 說 比 第二 集 好看 ！ 沒有 彩蛋 ,1
2021-03-24,21:49:43,"打架 爽度 很 夠 , 建議 看 IMAX 3D ， 但是 劇情 跟 演員 不行 😂 ",1
2021-03-24,22:23:17,好看   戰鬥 劇情 比 2 集 多 太多 了 。 推 ,1
2021-03-25,02:18:23,雖然 片長 只 有 113 分鐘 ， 看完 有點 意猶未盡 。 但 過程 幾乎 沒有 冷場 ， 只 可惜 人類 劇情 還是 平平 ， 配樂 也 沒有 上 一 集 得 好 ， 不過 光 是 看到 兩 隻 泰坦 戰鬥 就 值 了 ， 畫面 、 特效 、 運鏡 跟 打鬥 的 流暢度 遠遠 勝過 前 兩 集 。 看完 一定 讓 你 爽翻到 融化 在 椅子 上 XD ,1
2021-03-25,03:27:45,"整 題 還 不錯 

 不過 金剛 被 打趴 2 次    有點 慘 ",1
2021-03-25,03:39:23,劇情 一般 ， 但 看 了 還是 很 爽 。 希望 以後 還 有 越來越 多 的 泰坦 巨獸 ,1
2021-03-25,05:13:04,人類 戲份 依舊 垃圾 ， 本 想 扣分 的 ， 但 打戲 爽度 很 夠 ， 所以 給 個 五星 補血 一下 。 ,1
2021-03-25,07:49:29,特效 好棒 ， 構想 很 創新 ， 超級 無敵 大 爽片 ， 看 的 非常 過癮 👍 ,1
2021-03-25,09:20:54,這 才 對 嘛   著墨 於 怪獸 才 是 這 系列 電影 該 做 的 事   人類 從前 幾 部 來 看 就 可以 知道 根本 無法 決定 戰局   一 隻 拉頓 就 把 人類 打到 潰不成軍 了   根本 沒 必要 硬 讓 人類 有所 作用   就 像 你 拍 動作片 不會 沒 事 是 聚焦 在 地 上 的 螞蟻 一樣   人類 在 怪獸片 本來 就 決定不了 戰局 ,1
2021-03-25,09:39:07,沒有 彩蛋 哦 ！ 不要 白 等 ！ 期待 4月 8日 的 真人 快 打 ， 應該 也 是 爽片 ㄧ 部 ， 嘻嘻😁 ,1
2021-03-25,10:18:29,很 推 美麗華 3D IMAX  超級 好看   看完 一 次 我 都 想 在 二 刷 了   超 精彩 的   老哥 這 集 破壞力 超強狂 噴射線   金剛 比較 像 主角 老哥 變 配角 的 感覺 ,1
