date,time,headline,label
2021-04-19,16:58:09,很 寫實 的 劇情 ， 非常 想要 看 非常 期待 ,1
2021-04-19,17:05:30,從 海報 一 登 ， 我 就 想 看 了 ！ ！ 男 主角 的 歷屆 作品 每 部 都 不 缺席 ， 這 部 當然 也 不 例外 啦 😆😆😆 ,1
2021-04-19,17:07:34,安東尼霍普金斯 近年 來 最 生動 的 演出 ， 氣場 無 人 能 及 ！ ,1
2021-04-19,17:40:02,看過 口碑場   不愧 是 入圍 六 項 奧斯卡 的 大 片   必須 二 刷 ,1
2021-04-19,18:14:59,光 是 安東尼霍普金斯 主演 電影 就 非常 令 人 期待 ！ ,1
2021-04-19,18:15:13,失智症 是 患者 跟 照顧 者 都 難以 面對 的 課題 ,1
2021-04-19,18:44:14,安東尼霍普金斯 把 這 個 角色 演 的 活靈活現 ！ ,1
2021-04-19,18:57:46,安東尼霍普金斯 主演 電影  # 父親   超 感動 ， 不能 錯過 ！ ,1
2021-04-19,19:56:49,安東尼霍普金斯 主演 的 電影   ， 就 一定 要 去 大 螢幕 看 😍 ,1
2021-04-19,20:41:49,衝 著 安東尼霍普金斯 ， 就 一定 要 去 看 啦 ～ ,1
2021-04-19,21:06:03,《 父親 》 的 演員 都 是 實力派 ， 所以 很 想要 去 看 ～ ,1
2021-04-19,21:09:38,題材 感覺 感人   看 預告 好像 很 好 哭 . . . 我 也 想 去 看看 ,1
2021-04-19,21:10:06,"想 看 新科 英國 奧斯卡 影帝 安東尼霍普金斯 , 詮釋 失智症 患者 的 猜疑 、 強勢 到 無助 令 人 心疼 的 父親 ! ",1
2021-04-19,21:14:15,想要 看 安東尼霍普金斯 主演 的 電影 父親 ， 非常 令 人 期待 ！ ,1
2021-04-19,21:17:35,演員 和 劇情 都 是 我 想 看 的 ， 非常 期待 ！ ,1
2021-04-19,22:36:07,失智 長者 的 故事 ， 實事 議題 引人 深思 ,1
