date,time,headline,label
2021-03-24,11:53:58,前天 看完 美麗華 特映 ， 本 作 的 畫面 更 明亮 、 戰鬥 更 流暢 ， 怪獸 的 激戰 不再 像 前 作 那樣 不時 被 穿插 的 人類 戲份 打斷 節奏 ， 且 兩 大 怪獸王 者 雖然 明確 分出   了 勝負 ， 但 並 不會 讓 兩 邊 的 支持 粉絲 失望 。 文戲 劇情 扁平 ， 在 怪獸 與 人類 的 時間 比例 取捨 下 ， 本 集 直接 選擇 了 怪獸 為主 ， 人類 部分 只有 其中 一 支 線 任務 的 敘述 較多 ， 其他 正反派 則 單薄 到 沒 什麼 存在感 ， 甚至 對於 前 作 怪獸 之 王 劇情 也 未 多 做 聯結 與 補述 ， 有些 可惜 ， 所幸 怪獸 的 激鬥 打好 打滿 整 部 電影 ， 也 藏 著 些許 日版 哥吉拉 的 致敬 彩蛋 ， 非常 紓壓 、 爽度 爆表 的 爽片 🦖🦍 ,0
2021-03-24,19:53:45,整體 來 說 ， 我 個人 比較 喜歡 怪獸 之 王 ， 雖然 哥吉拉 大戰 金剛 也 不錯 看 。 重點 一定 要 看到 最後 ， 一定 要 看到 ， 一定 要 看到 最後 ， 因為 很 重要 ， 所以 要 說 三 次 ， 有 下 一 集 的 彩蛋 ,0
2021-03-24,22:08:54,覺得 還好 耶 ， 一度 要 睡著 . . . ... ,0
2021-03-24,23:39:48,打鬥 場面 很 夠味 ～ 但是 真 劇情 交代 太 籠統 ， 喜歡 哥吉拉 的 會 很 期待 ， 但 以 電影 的 層次 來 說 的確 還是 有 需要 加強 邏輯 的 地方 ,0
2021-03-25,00:02:16,壞 的 還是 那 個 壞人 。 整體 還 不錯 。 ,0
2021-03-25,13:11:10,"過程 很 緊湊
 特效 100 分
 劇情 20 分
 純粹 爆米花 動作 爽片
 考量 劇情 深度 
哥吉拉 2 怪獸 之 王 還是 好 一些 ",0
2021-03-25,14:52:03,雖然 劇情 中 有 部分 牽強 ， 能 感受 得 到 劇組 與 導演 是 非常 用心 在 拍攝 此 片 ， 唯一 美中不足 是 機械 哥吉拉 外型 難看 ， 沒有 牙齒 與 整體 外形 讓 機械 哥吉拉 很 其貌不揚 ， 我 覺得 一級 玩家 的 哥吉拉 外型 上 優於 此 片 很多 。 ,0
2021-03-25,16:04:49,"打 得 真的 很 精彩
 但 演員 們 個個 面癱 ， 劇情 . . . 好像 也 沒 什麼 劇情 
 一 整 個 無厘頭 的 情節 
 場景 也 搞 得 跟 夜店 一樣 
 我 真的 無法 了 
 第二 集 真的 好看 得 多 ",0
2021-03-25,16:41:00,整體 來 說 是 一 部 娛樂性 十足 的 特效 電影 ， 劇情 上 相對 少量 直接 把 觀眾 帶到 怪獸 對決 的 場面 ， 不過 這 部 電影 的 視角 都 是 以 金剛 的 角度 去 切入 的 ， 對於 金剛迷 來 說 算是 一 個 福音 也 比較 貼近 人類 的 視角 ， 最後 還是 導向 一 個 觀念 最 大 的 敵人 永遠 不 是 這些 地球 上 的 霸主 而是 覬覦 這些 力量 的 人們 ， 這 部 並 沒有 彩蛋 唷 ! ! 片尾曲 大概 有 十 分鐘 之 久 ， 想 紓壓 的 觀眾 們 可以 去 看看 瞜 。 ,0
2021-03-25,22:02:30,"還是 覺得 上 一 集 比較 好看 ， 
 而且 沒有 哥吉拉 出場 配樂 就 扣分 了 
 第二 集 大於 3 大約 1

 真的 還 滿 像 環 2 的 . ... ",0
2021-03-26,04:25:54,怪獸 打鬥 5 顆 星 ， 劇情 2 顆 星 ， 本 片 打破 了 哥吉拉 無敵 的 設定 個人 不 是 很 喜歡 。 ,0
2021-03-26,08:30:26,我 真的 不 適合 看 無 腦片 ， 看到 一半 就 走人 了了 ， 近年 來 看過 200 片 以上 ， 第一 次 走人 。 （ 怪獸 幹架 特效 是 還 不錯 啦 ） ,0
2021-03-26,23:10:23,"說真的 整 部 劇情 很 單一  
 打鬥 畫面 很 爽 沒 錯 ， 就 是 爽片 
乾 可是 我 看到 覺得 很 無聊 . . . . . 如果 故事 更多 刻畫 一些 人 與 人 的 關係 ， 或是 夾雜 一些 情感戲  
 我 都 覺得 幫 這 部 更 加分 ， 不然 乾   跟 來到 動物園   在 家 看 國家 地理 頻道 很 像 . . . . .  
 動畫 特效 給 1000 分  
 劇情   滿分 10 分   真的 就 6.8 ",0
2021-03-27,00:45:08,比 想像 的 好看 ， 有 劇情 的 ， 但 還 是 一 部 爽片 ,0
