date,time,headline,label
2020-10-31,22:06:02,整體 而言 還 不錯 ， 沒 看過 動畫 的 可能 代入感 會 比較 低 可 看 也 可 不 看 ， 但 如果 看過 動畫版 的 人 我 是 大推 ,0
2020-11-01,00:00:38,"我 已經 看完 漫畫 了 跟 看 漫畫 不同 , 動畫 聲優 給 了 各 角色 靈魂 , 劇場版 是 動畫 S1 的 第27 話 , 沒 看過 動畫 的 之後 應該 會 去 追動 畫 , 明年 S2 也 要 放送 了 , 整 部 作品 無論 是 動畫 本身 或 聲優 選角 都 是 超強
 今天 是 公司 的 電影 欣賞 活動 , 考慮 要不要 買 票 再 看 一 次 ",0
2020-11-01,17:04:47,看過 漫畫 。 真的 非常 好看 ， 推薦 大家 去 看 ,0
2020-11-01,21:53:11,"平心而論   對於 有 看過 動畫 

 但 不 屬於 是   超粉   而言 

 只有   最後   炎柱   對戰 

 是 好看 的 

 前面 有點 無聊 


 如果 你 是 超粉   應該 會 覺得   很 好看 ",0
2020-11-01,23:58:12,我 不 是 鬼粉 ， 也 沒 看過 這 部 動漫 ， 但是 … … 因為 人氣 超高 ， 今天 還是 去 朝聖 了 一下 ！ 真的 很 推 ~ 看完 會 有 讓 我 想 從 第一 集 開始 追 的 感動 ! 很 讚 ~ ,0
2020-11-02,10:34:51,不錯 看 。 不過 這 集 劇情 普通 ， 打鬥 為主 ， 一 堆 小學生 不 知 啥 是 劇情 ， 盲目 護航 ,0
2020-11-02,16:57:01,"不 懂 分數 為 啥 這麼 高 ， 
 看 完全 覺得 有 劇場版 的 畫面 ， 
 卻 沒有 劇場版 的 劇情 ， 
 完全 可以 區分為 兩 個 不相干 的 內容 ， 
 前面 打 得 你死我活 ， 
打完 發現 炎柱 畫面 有點 少 ， 
 再 補 一下 畫面 ， 
 前 後面 劇情 完全 不 搭 ， 
 為啥 出場 啥 都 沒 講 ， 
 是 只 求 一 個 結局 ， 還是 補 時間 ? ",0
2020-11-03,20:13:25,以 近期 的 電影 跟 動畫 而言 是 還 不錯 ! 可是 這 分數 實在 高 得 離譜 . . . 現在 的 人 都 瘋 這 種 東西 嗎 ? ,0
2020-11-03,20:33:38,前 半 部 真的 太 沉悶 看到 睡著 ， 買 票 進去 真的 只是 看 戰鬥 跟 聽 配樂 的 ， 戰鬥 跟 配樂 有 水準 。 重點 是 動漫 只 出現 ㄧ下下 的 炎柱 ， 電影 也 沒 啥 深刻 介紹 就 領 便當 了 ， 然後 灑 一 堆 狗血 ， 完全 不 理解 哭 點 在 那 ， 沒想像 中 好看 😫 ,0
2020-11-04,16:43:22,一 堆 粉粉 只 為了 4 集 戲份 的 配角 就 能 哭 的 死去活來 ， 之後 蟲姊 掛掉 豈不是 要 辦 國殤日 了 ！ ！ ！ ,0
2020-11-07,23:37:16,我 不 愛 看 漫畫 的 人 居然 覺得 這 部 cp 很 可以   不得不 推 一下 好看 R ， 期待 下 一 集 ,0
2020-11-08,00:18:01,"剛 看完   也 看 了 一 堆 評鑑   很 有意思   愛 的 人 覺得 是 宇宙 霹靂 無敵 大 神片   但 在 這些 推崇 的 短 評點 負評 的 幾乎 都 是 點讚 的 人 的 一 倍   不單 是 這樣   這些 很 愛 的 人 很多 還 會 罵寫 負評 的 人 . . . 素質 實在 不 高   或者 都 是 一些 國中 高中生 

 我 也 看完 了 26 集 再 去 看 電影   電影 和 影集 相比   除了 招式畫 的 好看 很多   其他 實在 沒 什麼 差別   和 影集 一樣 很 會 拖戲 

 電影 傳遞 了 保護 弱小 的 正 能量   不管 呈現 的 方式 是 真實   矯情 或 幼稚   這 點 都 要 給 讚

 結論 ： 這 是 給 小孩子 看 的 電影 ",0
2020-11-08,13:36:49,劇情 還 算 可以 ， 整 部 電影 的 節奏 還 不錯 ， 只是 為何 要 把 新 做 的 刀子 丟出去 ， 你 有 想 過 幫 你 做 刀 的 人 的 感受 嗎 ? ? 哈哈 ,0
2020-11-08,14:15:05,看過 漫畫 就 知道 這 明明 應該 是 第二 季 的 動漫 ， 硬 要 弄成 電影 來 薛 一波 ， 無解 但 還 是 好看 的 。 ,0
2020-11-09,22:18:18,普普 ， 前 半 段 看到 有點 想 睡 ， 有點 過譽 了 ,0
2020-11-09,23:19:22,沒有 評分 來 的 好看 . . . 不 知道 在 瘋 怎樣 的 ,0
2020-11-11,14:31:56,覺得 沒有 大家 說 的 那麼 好看 ， 吐槽點 太多 了 ， 電影 最 棒 的 反而 是 他 的 配樂 ， 真是 震撼 人心 扣人心弦 ， 把 情緒 激發揮到 一 個 淋漓盡致 ， 前面 的 交響樂 跟 後面 壞人 出來 那 段 電吉他 也 超棒 的 ,0
2020-11-12,11:26:40,"如果 沒有 那 最後 30 分鐘 的 打鬥 ,   前面 劇情 慢 到 睡著 ",0
2020-11-12,21:10:59,"這 部 劇場版 是 接續 電視版 的 劇情 ， 所以 沒 看 電視版 的 人 可以 去 補完 26 集 再 來 看 接收到 的 訊息 會 比較 完整 。 
 如果 是 單單 第一 次 看 為了 "" 劇場版 "" 來 看 劇場版 ， 那 我 可以 說 是 看 配樂 跟 動畫 特效 為主 。 
 就 打鬥 來 說 精彩 的 是 跟 上參 的 部份 ， 出場 配樂 的確 較為 出彩 。 
 情感 要 接收 的話 也 是 接收 得到 ， 不過 還是 強烈 建議 無限 列車篇 
 當作 接著 看 動畫 劇情 的 心態 來 看 會 比較 平衡 一點 ； 也 比較 好看 一些 。 ",0
